code	notes	emoji	description	ASCII	tagged_desc	url
1F916	fully-qualified     # 🤖 E1.0 robot	🤖	robot	<f0><9f><a4><96>	jaugur_robot 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/robot_1f916.png
1F63A	fully-qualified     # 😺 E0.6 grinning cat	😺	grinning cat	<f0><9f><98><ba>	jaugur_grinning_cat 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-cat_1f63a.png
1F638	fully-qualified     # 😸 E0.6 grinning cat with smiling eyes	😸	grinning cat with smiling eyes	<f0><9f><98><b8>	jaugur_grinning_cat_with_smiling_eyes 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/grinning-cat-with-smiling-eyes_1f638.png
1F639	fully-qualified     # 😹 E0.6 cat with tears of joy	😹	cat with tears of joy	<f0><9f><98><b9>	jaugur_cat_with_tears_of_joy 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cat-with-tears-of-joy_1f639.png
1F63B	fully-qualified     # 😻 E0.6 smiling cat with heart-eyes	😻	smiling cat with heart-eyes	<f0><9f><98><bb>	jaugur_smiling_cat_with_heart-eyes 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/smiling-cat-with-heart-eyes_1f63b.png
1F63C	fully-qualified     # 😼 E0.6 cat with wry smile	😼	cat with wry smile	<f0><9f><98><bc>	jaugur_cat_with_wry_smile 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cat-with-wry-smile_1f63c.png
1F63D	fully-qualified     # 😽 E0.6 kissing cat	😽	kissing cat	<f0><9f><98><bd>	jaugur_kissing_cat 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kissing-cat_1f63d.png
1F640	fully-qualified     # 🙀 E0.6 weary cat	🙀	weary cat	<f0><9f><99><80>	jaugur_weary_cat 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/weary-cat_1f640.png
1F63F	fully-qualified     # 😿 E0.6 crying cat	😿	crying cat	<f0><9f><98><bf>	jaugur_crying_cat 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/crying-cat_1f63f.png
1F63E	fully-qualified     # 😾 E0.6 pouting cat	😾	pouting cat	<f0><9f><98><be>	jaugur_pouting_cat 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pouting-cat_1f63e.png
1F648	fully-qualified     # 🙈 E0.6 see-no-evil monkey	🙈	see-no-evil monkey	<f0><9f><99><88>	jaugur_see-no-evil_monkey 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/see-no-evil-monkey_1f648.png
1F649	fully-qualified     # 🙉 E0.6 hear-no-evil monkey	🙉	hear-no-evil monkey	<f0><9f><99><89>	jaugur_hear-no-evil_monkey 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hear-no-evil-monkey_1f649.png
1F64A	fully-qualified     # 🙊 E0.6 speak-no-evil monkey	🙊	speak-no-evil monkey	<f0><9f><99><8a>	jaugur_speak-no-evil_monkey 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/speak-no-evil-monkey_1f64a.png
1F48B	fully-qualified     # 💋 E0.6 kiss mark	💋	kiss mark	<f0><9f><92><8b>	jaugur_kiss_mark 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/kiss-mark_1f48b.png
1F48C	fully-qualified     # 💌 E0.6 love letter	💌	love letter	<f0><9f><92><8c>	jaugur_love_letter 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/love-letter_1f48c.png
1F498	fully-qualified     # 💘 E0.6 heart with arrow	💘	heart with arrow	<f0><9f><92><98>	jaugur_heart_with_arrow 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-with-arrow_1f498.png
1F49D	fully-qualified     # 💝 E0.6 heart with ribbon	💝	heart with ribbon	<f0><9f><92><9d>	jaugur_heart_with_ribbon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-with-ribbon_1f49d.png
1F496	fully-qualified     # 💖 E0.6 sparkling heart	💖	sparkling heart	<f0><9f><92><96>	jaugur_sparkling_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sparkling-heart_1f496.png
1F497	fully-qualified     # 💗 E0.6 growing heart	💗	growing heart	<f0><9f><92><97>	jaugur_growing_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/growing-heart_1f497.png
1F493	fully-qualified     # 💓 E0.6 beating heart	💓	beating heart	<f0><9f><92><93>	jaugur_beating_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/beating-heart_1f493.png
1F49E	fully-qualified     # 💞 E0.6 revolving hearts	💞	revolving hearts	<f0><9f><92><9e>	jaugur_revolving_hearts 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/revolving-hearts_1f49e.png
1F495	fully-qualified     # 💕 E0.6 two hearts	💕	two hearts	<f0><9f><92><95>	jaugur_two_hearts 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/two-hearts_1f495.png
1F49F	fully-qualified     # 💟 E0.6 heart decoration	💟	heart decoration	<f0><9f><92><9f>	jaugur_heart_decoration 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-decoration_1f49f.png
2763 FE0F	fully-qualified     # ❣️ E1.0 heart exclamation	❣️	heart exclamation	<e2><9d><a3><ef><b8><8f>	jaugur_heart_exclamation 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-exclamation_2763-fe0f.png
2763	unqualified         # ❣ E1.0 heart exclamation	❣	heart exclamation	<e2><9d><a3>	jaugur_heart_exclamation 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/heart-exclamation_2763-fe0f.png
1F494	fully-qualified     # 💔 E0.6 broken heart	💔	broken heart	<f0><9f><92><94>	jaugur_broken_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/broken-heart_1f494.png
2764 FE0F 200D 1F525	fully-qualified     # ❤️‍🔥 E13.1 heart on fire	❤️‍🔥	heart on fire	<e2><9d><a4><ef><b8><8f><e2><80><8d><f0><9f><94><a5>	jaugur_heart_on_fire 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/heart-on-fire_2764-fe0f-200d-1f525.png
2764 200D 1F525	unqualified         # ❤‍🔥 E13.1 heart on fire	❤‍🔥	heart on fire	<e2><9d><a4><e2><80><8d><f0><9f><94><a5>	jaugur_heart_on_fire 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/heart-on-fire_2764-fe0f-200d-1f525.png
2764 FE0F 200D 1FA79	fully-qualified     # ❤️‍🩹 E13.1 mending heart	❤️‍🩹	mending heart	<e2><9d><a4><ef><b8><8f><e2><80><8d><f0><9f><a9><b9>	jaugur_mending_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/mending-heart_2764-fe0f-200d-1fa79.png
2764 200D 1FA79	unqualified         # ❤‍🩹 E13.1 mending heart	❤‍🩹	mending heart	<e2><9d><a4><e2><80><8d><f0><9f><a9><b9>	jaugur_mending_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/google/274/mending-heart_2764-fe0f-200d-1fa79.png
2764 FE0F	fully-qualified     # ❤️ E0.6 red heart	❤️	red heart	<e2><9d><a4><ef><b8><8f>	jaugur_red_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/red-heart_2764-fe0f.png
2764	unqualified         # ❤ E0.6 red heart	❤	red heart	<e2><9d><a4>	jaugur_red_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/red-heart_2764-fe0f.png
1F9E1	fully-qualified     # 🧡 E5.0 orange heart	🧡	orange heart	<f0><9f><a7><a1>	jaugur_orange_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/orange-heart_1f9e1.png
1F49B	fully-qualified     # 💛 E0.6 yellow heart	💛	yellow heart	<f0><9f><92><9b>	jaugur_yellow_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/yellow-heart_1f49b.png
1F49A	fully-qualified     # 💚 E0.6 green heart	💚	green heart	<f0><9f><92><9a>	jaugur_green_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/green-heart_1f49a.png
1F499	fully-qualified     # 💙 E0.6 blue heart	💙	blue heart	<f0><9f><92><99>	jaugur_blue_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/blue-heart_1f499.png
1F49C	fully-qualified     # 💜 E0.6 purple heart	💜	purple heart	<f0><9f><92><9c>	jaugur_purple_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/purple-heart_1f49c.png
1F90E	fully-qualified     # 🤎 E12.0 brown heart	🤎	brown heart	<f0><9f><a4><8e>	jaugur_brown_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/brown-heart_1f90e.png
1F5A4	fully-qualified     # 🖤 E3.0 black heart	🖤	black heart	<f0><9f><96><a4>	jaugur_black_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-heart_1f5a4.png
1F90D	fully-qualified     # 🤍 E12.0 white heart	🤍	white heart	<f0><9f><a4><8d>	jaugur_white_heart 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-heart_1f90d.png
1F4AF	fully-qualified     # 💯 E0.6 hundred points	💯	hundred points	<f0><9f><92><af>	jaugur_hundred_points 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hundred-points_1f4af.png
1F4A2	fully-qualified     # 💢 E0.6 anger symbol	💢	anger symbol	<f0><9f><92><a2>	jaugur_anger_symbol 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/anger-symbol_1f4a2.png
1F4A5	fully-qualified     # 💥 E0.6 collision	💥	collision	<f0><9f><92><a5>	jaugur_collision 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/collision_1f4a5.png
1F4AB	fully-qualified     # 💫 E0.6 dizzy	💫	dizzy	<f0><9f><92><ab>	jaugur_dizzy 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/dizzy_1f4ab.png
1F4A6	fully-qualified     # 💦 E0.6 sweat droplets	💦	sweat droplets	<f0><9f><92><a6>	jaugur_sweat_droplets 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sweat-droplets_1f4a6.png
1F4A8	fully-qualified     # 💨 E0.6 dashing away	💨	dashing away	<f0><9f><92><a8>	jaugur_dashing_away 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/dashing-away_1f4a8.png
1F573 FE0F	fully-qualified     # 🕳️ E0.7 hole	🕳️	hole	<f0><9f><95><b3><ef><b8><8f>	jaugur_hole 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hole_1f573-fe0f.png
1F573	unqualified         # 🕳 E0.7 hole	🕳	hole	<f0><9f><95><b3>	jaugur_hole 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hole_1f573-fe0f.png
1F4A3	fully-qualified     # 💣 E0.6 bomb	💣	bomb	<f0><9f><92><a3>	jaugur_bomb 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/bomb_1f4a3.png
1F4AC	fully-qualified     # 💬 E0.6 speech balloon	💬	speech balloon	<f0><9f><92><ac>	jaugur_speech_balloon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/speech-balloon_1f4ac.png
1F441 FE0F 200D 1F5E8 FE0F	fully-qualified     # 👁️‍🗨️ E2.0 eye in speech bubble	👁️‍🗨️	eye in speech bubble	<f0><9f><91><81><ef><b8><8f><e2><80><8d><f0><9f><97><a8><ef><b8><8f>	jaugur_eye_in_speech_bubble 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eye-in-speech-bubble_1f441-fe0f-200d-1f5e8-fe0f.png
1F441 200D 1F5E8 FE0F	unqualified         # 👁‍🗨️ E2.0 eye in speech bubble	👁‍🗨️	eye in speech bubble	<f0><9f><91><81><e2><80><8d><f0><9f><97><a8><ef><b8><8f>	jaugur_eye_in_speech_bubble 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eye-in-speech-bubble_1f441-fe0f-200d-1f5e8-fe0f.png
1F441 FE0F 200D 1F5E8	unqualified         # 👁️‍🗨 E2.0 eye in speech bubble	👁️‍🗨	eye in speech bubble	<f0><9f><91><81><ef><b8><8f><e2><80><8d><f0><9f><97><a8>	jaugur_eye_in_speech_bubble 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eye-in-speech-bubble_1f441-fe0f-200d-1f5e8-fe0f.png
1F441 200D 1F5E8	unqualified         # 👁‍🗨 E2.0 eye in speech bubble	👁‍🗨	eye in speech bubble	<f0><9f><91><81><e2><80><8d><f0><9f><97><a8>	jaugur_eye_in_speech_bubble 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eye-in-speech-bubble_1f441-fe0f-200d-1f5e8-fe0f.png
1F5E8 FE0F	fully-qualified     # 🗨️ E2.0 left speech bubble	🗨️	left speech bubble	<f0><9f><97><a8><ef><b8><8f>	jaugur_left_speech_bubble 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/left-speech-bubble_1f5e8-fe0f.png
1F5E8	unqualified         # 🗨 E2.0 left speech bubble	🗨	left speech bubble	<f0><9f><97><a8>	jaugur_left_speech_bubble 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/left-speech-bubble_1f5e8-fe0f.png
1F5EF FE0F	fully-qualified     # 🗯️ E0.7 right anger bubble	🗯️	right anger bubble	<f0><9f><97><af><ef><b8><8f>	jaugur_right_anger_bubble 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/right-anger-bubble_1f5ef-fe0f.png
1F5EF	unqualified         # 🗯 E0.7 right anger bubble	🗯	right anger bubble	<f0><9f><97><af>	jaugur_right_anger_bubble 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/right-anger-bubble_1f5ef-fe0f.png
1F4AD	fully-qualified     # 💭 E1.0 thought balloon	💭	thought balloon	<f0><9f><92><ad>	jaugur_thought_balloon 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/thought-balloon_1f4ad.png
1F4A4	fully-qualified     # 💤 E0.6 zzz	💤	zzz	<f0><9f><92><a4>	jaugur_zzz 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/zzz_1f4a4.png
1F44B	fully-qualified     # 👋 E0.6 waving hand	👋	waving hand	<f0><9f><91><8b>	jaugur_waving_hand 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waving-hand_1f44b.png
1F44B 1F3FB	fully-qualified     # 👋🏻 E1.0 waving hand: light skin tone	👋🏻	waving hand: light skin tone	<f0><9f><91><8b><f0><9f><8f><bb>	jaugur_waving_hand:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waving-hand_light-skin-tone_1f44b-1f3fb_1f3fb.png
1F44B 1F3FC	fully-qualified     # 👋🏼 E1.0 waving hand: medium-light skin tone	👋🏼	waving hand: medium-light skin tone	<f0><9f><91><8b><f0><9f><8f><bc>	jaugur_waving_hand:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waving-hand_medium-light-skin-tone_1f44b-1f3fc_1f3fc.png
1F44B 1F3FD	fully-qualified     # 👋🏽 E1.0 waving hand: medium skin tone	👋🏽	waving hand: medium skin tone	<f0><9f><91><8b><f0><9f><8f><bd>	jaugur_waving_hand:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waving-hand_medium-skin-tone_1f44b-1f3fd_1f3fd.png
1F44B 1F3FE	fully-qualified     # 👋🏾 E1.0 waving hand: medium-dark skin tone	👋🏾	waving hand: medium-dark skin tone	<f0><9f><91><8b><f0><9f><8f><be>	jaugur_waving_hand:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waving-hand_medium-dark-skin-tone_1f44b-1f3fe_1f3fe.png
1F44B 1F3FF	fully-qualified     # 👋🏿 E1.0 waving hand: dark skin tone	👋🏿	waving hand: dark skin tone	<f0><9f><91><8b><f0><9f><8f><bf>	jaugur_waving_hand:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/waving-hand_dark-skin-tone_1f44b-1f3ff_1f3ff.png
1F91A	fully-qualified     # 🤚 E3.0 raised back of hand	🤚	raised back of hand	<f0><9f><a4><9a>	jaugur_raised_back_of_hand 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-back-of-hand_1f91a.png
1F91A 1F3FB	fully-qualified     # 🤚🏻 E3.0 raised back of hand: light skin tone	🤚🏻	raised back of hand: light skin tone	<f0><9f><a4><9a><f0><9f><8f><bb>	jaugur_raised_back_of_hand:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-back-of-hand_light-skin-tone_1f91a-1f3fb_1f3fb.png
1F91A 1F3FC	fully-qualified     # 🤚🏼 E3.0 raised back of hand: medium-light skin tone	🤚🏼	raised back of hand: medium-light skin tone	<f0><9f><a4><9a><f0><9f><8f><bc>	jaugur_raised_back_of_hand:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-back-of-hand_medium-light-skin-tone_1f91a-1f3fc_1f3fc.png
1F91A 1F3FD	fully-qualified     # 🤚🏽 E3.0 raised back of hand: medium skin tone	🤚🏽	raised back of hand: medium skin tone	<f0><9f><a4><9a><f0><9f><8f><bd>	jaugur_raised_back_of_hand:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-back-of-hand_medium-skin-tone_1f91a-1f3fd_1f3fd.png
1F91A 1F3FE	fully-qualified     # 🤚🏾 E3.0 raised back of hand: medium-dark skin tone	🤚🏾	raised back of hand: medium-dark skin tone	<f0><9f><a4><9a><f0><9f><8f><be>	jaugur_raised_back_of_hand:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-back-of-hand_medium-dark-skin-tone_1f91a-1f3fe_1f3fe.png
1F91A 1F3FF	fully-qualified     # 🤚🏿 E3.0 raised back of hand: dark skin tone	🤚🏿	raised back of hand: dark skin tone	<f0><9f><a4><9a><f0><9f><8f><bf>	jaugur_raised_back_of_hand:_dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/raised-back-of-hand_dark-skin-tone_1f91a-1f3ff_1f3ff.png
1F590 FE0F	fully-qualified     # 🖐️ E0.7 hand with fingers splayed	🖐️	hand with fingers splayed	<f0><9f><96><90><ef><b8><8f>	jaugur_hand_with_fingers_splayed 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hand-with-fingers-splayed_1f590-fe0f.png
1F590	unqualified         # 🖐 E0.7 hand with fingers splayed	🖐	hand with fingers splayed	<f0><9f><96><90>	jaugur_hand_with_fingers_splayed 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hand-with-fingers-splayed_1f590-fe0f.png
1F590 1F3FB	fully-qualified     # 🖐🏻 E1.0 hand with fingers splayed: light skin tone	🖐🏻	hand with fingers splayed: light skin tone	<f0><9f><96><90><f0><9f><8f><bb>	jaugur_hand_with_fingers_splayed:_light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hand-with-fingers-splayed_light-skin-tone_1f590-1f3fb_1f3fb.png
1F590 1F3FC	fully-qualified     # 🖐🏼 E1.0 hand with fingers splayed: medium-light skin tone	🖐🏼	hand with fingers splayed: medium-light skin tone	<f0><9f><96><90><f0><9f><8f><bc>	jaugur_hand_with_fingers_splayed:_medium-light_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hand-with-fingers-splayed_medium-light-skin-tone_1f590-1f3fc_1f3fc.png
1F590 1F3FD	fully-qualified     # 🖐🏽 E1.0 hand with fingers splayed: medium skin tone	🖐🏽	hand with fingers splayed: medium skin tone	<f0><9f><96><90><f0><9f><8f><bd>	jaugur_hand_with_fingers_splayed:_medium_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hand-with-fingers-splayed_medium-skin-tone_1f590-1f3fd_1f3fd.png
1F590 1F3FE	fully-qualified     # 🖐🏾 E1.0 hand with fingers splayed: medium-dark skin tone	🖐🏾	hand with fingers splayed: medium-dark skin tone	<f0><9f><96><90><f0><9f><8f><be>	jaugur_hand_with_fingers_splayed:_medium-dark_skin_tone 	https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hand-with-fingers-splayed_medium-dark-skin-tone_1f590-1f3fe_1f3fe.png
